RECN,NAME,YOB,LEGALID,ADDRESS
412,David Smith,1968,TT13263,"7949 Yellow St, Amarillo"
413,Emily Sean,1922,NL19539,"1480 Main St, Dublin"
414,Emily Alice,1985,EX19177,"2592 Windermeer St, Dublin"
415,Mary Fran,1998,ZN17929,"767 Shallow Lake St, Dublin"
416,Mary Rebeca,1985,TD11883,"7275 Congress Av, Austin"
417,Robert Alice,1934,WG10564,"3692 Yellow St, Paris"
418,Fran Sean,1941,GN19720,"8487 Maple St, Austin"
419,George Natalie,1914,ZD12218,"282 Fireoak Av, Georgetown"
420,Rebeca George,2004,XS11596,"5875 Oak View St, Paris"
421,Smith Darrin,1956,NS16119,"8976 Congress Av, Georgetown"
422,Fran Joe,1938,TX11234,"8212 Congress Av, Del Valle"
423,Smith Bob,1980,EK16326,"5843 Big Sky Av, Paris"
424,Mary David,1987,WT18038,"4189 Yellow St, London"
425,Smith Fran,1993,DN16340,"4833 Oak View St, London"
426,Smith Magda,1995,AA18846,"8009 Congress Av, London"
427,Magda David,2008,TX11349,"4331 Big Sky Av, Dublin"
428,Sean Bob,1997,NG18335,"6609 Main St, Dallas"
429,Natalie Smith,1993,EN15078,"8698 Big Sky Av, Georgetown"
430,Emily Robert,1988,DX19175,"2775 Spicewood Av, Del Valle"
431,Bob Bob,1987,AS15478,"8486 Shallow Lake St, Georgetown"
432,Joe Alice,1971,LS15564,"3934 E 6th Street, Round Rock"
433,Beth David,1951,DD16785,"7236 E 6th Street, Dublin"
434,Rebeca David,1972,EZ16779,"3307 Shallow Lake St, Round Rock"
435,Bob Magda,1910,GD17263,"8371 Fireoak Av, Dublin"
436,Alice Gustavo,1945,ZK17124,"7530 Windermeer St, Del Valle"
437,Rebeca Robert,1912,AS10434,"109 Orange Maple St, Austin"
438,Beth Michael,1939,XE17347,"1537 E 6th Street, Del Valle"
439,George Emily,1917,XL15249,"4138 Winter Fall St, Amarillo"
440,Bob Fran,1937,SD11598,"840 Oak View St, Hutto"
441,Gustavo Sean,2008,KA11476,"7387 Winter Fall St, Amarillo"
442,Rebeca Smith,1965,ZZ11494,"155 Main St, Amarillo"
443,Magda Darrin,1914,NW18437,"5330 Windermeer St, Georgetown"
444,Robert Smith,1957,LZ17182,"2300 Fireoak Av, Austin"
445,Beth Natalie,1980,SD18216,"8785 E 6th Street, Paris"
446,Mary Michael,1960,LA17291,"7254 Yellow St, Amarillo"
447,George Mary,1926,GD10091,"3086 Orange Maple St, Del Valle"
448,Darrin Bob,1914,KN10660,"9020 Winter Fall St, Amarillo"
449,Michael Fran,1996,GT18189,"7314 Winter Fall St, Amarillo"
450,Bob John,1997,ZS14730,"8345 Winter Fall St, Dallas"
451,Bob Smith,1996,SA12069,"5513 Winter Fall St, Amarillo"
452,Darrin Smith,1921,GD17800,"5766 Maple St, Dallas"
453,Fran Alice,2006,AL16215,"210 Shallow Lake St, Amarillo"
454,Michael George,1964,ET16949,"5614 Main St, Georgetown"
455,Gustavo Bob,1973,NK16388,"3061 Winter Fall St, Amarillo"
456,Rebeca Michael,1992,XS10746,"7130 Big Sky Av, Hutto"
457,Robert Bob,1914,KW17045,"8584 Winter Fall St, Round Rock"
458,Darrin Emily,2009,AK12607,"1487 Fireoak Av, Dublin"
459,Bob Beth,1989,SA14030,"242 Winter Fall St, Austin"
460,Robert Emily,1949,LT10103,"6945 E 6th Street, Austin"
461,Gustavo Fran,1924,SW12890,"7102 Oak View St, Georgetown"
462,Emily Sean,1939,SK14122,"3861 Shallow Lake St, London"
463,Bob John,1954,SA10674,"4306 Fireoak Av, Dallas"
464,Michael Darrin,1966,NA10812,"436 Yellow St, Hutto"
465,Robert Natalie,1961,KZ13596,"5611 Yellow St, London"
466,Natalie Michael,1986,AE12361,"903 Orange Maple St, Austin"
467,Darrin Mary,1923,EN17807,"8170 Orange Maple St, Round Rock"
468,Mary George,1940,GN13081,"5003 Orange Maple St, Dallas"
469,Darrin David,2006,SD14052,"3638 Winter Fall St, Paris"
470,George Alice,1956,ZX19245,"443 Maple St, Dallas"
471,Magda Natalie,1935,DL11343,"7640 Fireoak Av, Dallas"
472,John Joe,1919,SA19255,"4076 Big Sky Av, Round Rock"
473,Sean Joe,1967,GL16810,"7164 Fireoak Av, Amarillo"
474,Natalie Michael,1966,TN10066,"1066 Windermeer St, Dallas"
475,Gustavo Smith,1985,AG14552,"8139 Fireoak Av, Dallas"
476,Joe Rebeca,1950,KG17476,"7244 E 6th Street, Dublin"
477,Alice Smith,1918,KE16243,"7861 E 6th Street, Georgetown"
478,Rebeca Robert,2008,WD10074,"4592 Spicewood Av, Austin"
479,John Sean,1930,NL17137,"2118 Oak View St, Paris"
480,Rebeca David,1919,LE16827,"5151 E 6th Street, Hutto"
481,John George,1967,ZT19054,"2910 Shallow Lake St, Hutto"
482,Alice Joe,1961,EZ19562,"8490 E 6th Street, London"
483,Sean Darrin,1938,DN14893,"6058 Maple St, Hutto"
484,Fran Sean,1941,LG10392,"5889 Fireoak Av, Del Valle"
485,Rebeca Natalie,1989,LL18275,"7299 Oak View St, Dallas"
486,Gustavo Beth,1989,AK11292,"5701 Maple St, Austin"
487,Fran Robert,1936,GT13818,"7472 E 6th Street, Dublin"
488,Gustavo Alice,1957,KZ13147,"8630 Windermeer St, Hutto"
489,Beth Darrin,1956,GT17712,"8631 Winter Fall St, London"
490,Fran Smith,2001,TS12313,"6343 Yellow St, Austin"
491,Sean David,1937,SG17533,"3746 Winter Fall St, Georgetown"
492,Alice Fran,1947,KX15488,"3772 Main St, Del Valle"
493,David Gustavo,2002,EN10266,"6087 Shallow Lake St, Del Valle"
494,John Alice,1947,LX16622,"1984 Maple St, London"
495,Mary Michael,1917,GT15412,"810 Oak View St, Georgetown"
496,Gustavo Natalie,2009,XZ12340,"5361 Oak View St, Austin"
497,Alice Michael,1948,SZ14122,"7596 Yellow St, Hutto"
498,Mary Darrin,1989,NW17298,"7860 Congress Av, London"
499,Sean Joe,1982,ZA11291,"2233 Oak View St, Amarillo"
500,Michael Gustavo,1982,TS11121,"2927 Big Sky Av, Round Rock"
501,Magda David,1976,LS19061,"1956 Orange Maple St, Georgetown"
502,Beth Emily,1937,LD15817,"1697 Congress Av, Georgetown"
503,Sean Beth,1947,XK16433,"6947 Oak View St, London"
504,Smith David,1936,DA10709,"4332 Spicewood Av, Amarillo"
505,Emily Bob,1979,AL19158,"9002 Orange Maple St, Paris"
506,Natalie John,1968,AS17547,"5577 Orange Maple St, Round Rock"
507,Darrin John,1939,ZK19280,"3559 Oak View St, Austin"
508,Magda Sean,1974,ES12715,"3943 Windermeer St, Austin"
509,Fran Alice,1910,AN17156,"6815 Big Sky Av, Georgetown"
510,Mary Sean,1996,AD11090,"834 Big Sky Av, Paris"
511,Fran Emily,1970,TK15389,"7580 Maple St, Del Valle"
512,Smith Gustavo,1948,LZ16074,"6683 Oak View St, Amarillo"
513,Michael Gustavo,1997,ZX16169,"2725 Shallow Lake St, Paris"
514,Beth Joe,1932,XN10831,"5664 Main St, Dublin"
515,Emily Bob,1964,EX12933,"9034 Yellow St, London"
516,Sean Sean,1985,ZG19847,"7187 Orange Maple St, Hutto"
517,Sean Joe,2003,ND18994,"6009 Maple St, Austin"
518,Joe Sean,1995,EL13194,"2501 E 6th Street, Amarillo"
519,Rebeca Gustavo,1953,ZZ12413,"6774 Big Sky Av, Del Valle"
520,George Emily,1914,GW13626,"4138 Oak View St, Del Valle"
521,Joe Emily,1997,KZ13648,"4641 Big Sky Av, Del Valle"
522,George Smith,2008,TK16989,"4439 Fireoak Av, Paris"
523,George Fran,1983,LZ17575,"1567 Winter Fall St, Austin"
524,Darrin Fran,1986,TS15634,"4227 Congress Av, Hutto"
525,Alice Natalie,1988,WT13525,"3089 Fireoak Av, Dallas"
526,Michael Rebeca,1952,XX17761,"3912 Winter Fall St, Amarillo"
527,Sean Joe,1995,SG11543,"828 Spicewood Av, Dublin"
528,Fran Fran,1961,DZ14668,"7857 Maple St, Paris"
529,Sean Bob,1914,DS12476,"1044 Fireoak Av, London"
530,Natalie Beth,1925,KX13800,"233 E 6th Street, Paris"
531,Magda Michael,1977,TD11390,"5398 Orange Maple St, Del Valle"
532,Alice Michael,1930,LK13679,"1698 Main St, Round Rock"
533,David Smith,1974,KX12134,"4219 Maple St, Dallas"
534,Rebeca Darrin,1940,NK16939,"1850 Congress Av, Dallas"
535,Rebeca Beth,1989,WD16321,"2853 Yellow St, London"
536,Michael Robert,2008,NA16299,"2660 Winter Fall St, London"
537,Michael John,1989,ST16886,"689 Winter Fall St, Amarillo"
538,Alice Fran,1998,ZT10437,"940 Orange Maple St, Round Rock"
539,Darrin Rebeca,1930,WW10583,"5657 Main St, Amarillo"
540,Smith Natalie,1991,DE10984,"164 Yellow St, Hutto"
541,John Magda,2003,ES16892,"8608 Winter Fall St, Amarillo"
542,Michael Sean,2005,WS12745,"5858 Main St, Amarillo"
543,Magda Alice,1959,KE15756,"8174 Fireoak Av, Round Rock"
544,Sean Robert,1977,DT18889,"8398 Oak View St, Del Valle"
545,Natalie Beth,1932,ZX16150,"6691 Main St, Round Rock"
546,Alice Michael,1910,LT13713,"2438 Yellow St, Del Valle"
547,Magda Joe,1918,SG16038,"6751 Fireoak Av, Paris"
548,Bob Emily,1936,SK13523,"5427 Oak View St, Hutto"
549,Rebeca Michael,1926,AK16533,"4379 Shallow Lake St, Round Rock"
550,Joe Fran,1970,AN13966,"5925 Congress Av, Dallas"
551,Michael Emily,1933,XE18152,"1327 Maple St, Austin"
552,Smith Emily,1928,DS18982,"5527 Maple St, Del Valle"
553,Smith Sean,1968,AG16123,"553 Maple St, Del Valle"
554,Alice David,1925,EG14243,"3853 Windermeer St, Dublin"
555,Bob Natalie,1982,EA18709,"5844 Windermeer St, Paris"
556,Alice George,1954,NA16280,"1635 Spicewood Av, Georgetown"
557,Alice Darrin,1965,LD14277,"8016 Maple St, Hutto"
558,Fran Bob,1944,GT17329,"3819 Maple St, Georgetown"
559,John Bob,1936,DD10792,"6563 E 6th Street, London"
560,Rebeca Smith,1914,EL10573,"4093 Maple St, Austin"
561,Fran Sean,1944,TX15274,"5925 Big Sky Av, Hutto"
562,David Gustavo,1982,XA11574,"3829 Spicewood Av, Del Valle"
563,Natalie Michael,1983,XS14612,"1234 Spicewood Av, Austin"
564,Beth Emily,1943,ZG13966,"3079 Shallow Lake St, Hutto"
565,Michael Bob,2003,ZE10602,"2800 Yellow St, Hutto"
566,Robert Alice,1991,AL18313,"7123 Orange Maple St, Round Rock"
567,Smith Bob,1955,EA19107,"8350 Windermeer St, Dublin"
568,Bob John,1972,ZW10773,"7062 Orange Maple St, Round Rock"
569,Robert George,1969,AS10022,"5357 Congress Av, Austin"
570,Bob Robert,1930,GX18737,"161 Oak View St, London"
571,Alice Emily,1954,KK11322,"4627 Orange Maple St, Dallas"
572,Darrin Fran,1957,KA10461,"6075 Shallow Lake St, Dublin"
573,Alice Beth,2004,TN16136,"6122 Shallow Lake St, Dallas"
574,Rebeca Magda,2009,NN11501,"2241 Maple St, Dallas"
575,Smith Magda,1945,LG13375,"7189 Fireoak Av, Dublin"
576,Joe Natalie,1998,GW19403,"237 Orange Maple St, Hutto"
577,Natalie Robert,1965,LZ19618,"3750 Oak View St, Paris"
578,Alice Natalie,1964,WD13793,"4192 Congress Av, Dallas"
579,John John,1928,GT16557,"6346 Big Sky Av, Amarillo"
580,Mary Rebeca,1932,NW13393,"5500 Maple St, London"
581,Michael Magda,2008,KD13739,"6025 Fireoak Av, Hutto"
582,Michael Alice,1987,SN14920,"4112 Congress Av, Del Valle"
583,Joe Michael,1922,ZW14645,"3469 Winter Fall St, Hutto"
584,Fran Bob,1922,WN11780,"3777 Main St, Round Rock"
585,Smith Magda,1911,AX11420,"2276 Orange Maple St, Dallas"
586,Joe Emily,1914,NW15754,"5416 Spicewood Av, Paris"
587,Bob Magda,1959,DT15075,"1651 Congress Av, Paris"
588,David John,1989,ST14683,"7550 Congress Av, Paris"
589,Beth Mary,1931,WD12053,"8028 Maple St, Dublin"
590,Gustavo Magda,1972,GX15423,"5783 Winter Fall St, Round Rock"
591,Sean George,1942,LT11400,"575 Winter Fall St, London"
592,John Alice,1944,TT13606,"1670 Oak View St, Dallas"
593,Fran Emily,2004,TZ16671,"2325 Shallow Lake St, Dublin"
594,Sean Smith,2008,WZ15194,"5934 Windermeer St, Del Valle"
595,Michael Natalie,1917,WG18800,"307 Main St, Round Rock"
596,Fran Rebeca,1933,ZZ13680,"6991 Fireoak Av, Hutto"
597,Bob Smith,1958,SL15359,"280 Winter Fall St, Dublin"
598,Magda Smith,1955,TA11781,"7824 Main St, Del Valle"
599,Beth Emily,1991,XN12756,"8033 Maple St, Del Valle"
600,Sean Smith,1924,KX14736,"8887 Orange Maple St, Dallas"
601,Gustavo Bob,1967,DN14836,"3251 Main St, Round Rock"
602,George Magda,1931,TN16645,"1667 Congress Av, Round Rock"
603,Michael Bob,1953,NE10355,"8193 Spicewood Av, Amarillo"
604,John Bob,1992,ZN18066,"4830 Shallow Lake St, London"
605,Smith John,1982,WL13489,"4407 Winter Fall St, Austin"
606,Magda Mary,1974,XE17780,"1576 Windermeer St, Amarillo"
607,Beth John,2003,SG12350,"4944 Big Sky Av, London"
608,George Beth,1931,KL11231,"4044 Orange Maple St, Dallas"
609,George Smith,1993,GE12729,"5445 Maple St, Austin"
610,Sean Beth,1965,NW16049,"4857 Spicewood Av, Georgetown"
611,Emily John,1959,WS19471,"7836 Fireoak Av, Hutto"
612,Mary Gustavo,2006,EG12604,"6043 Yellow St, Del Valle"
613,David Smith,1939,WD11465,"2855 Winter Fall St, Amarillo"
614,Fran Michael,1954,DK13843,"5908 Winter Fall St, Amarillo"
615,Robert Beth,1950,ZA17919,"8230 Winter Fall St, Dublin"
616,Fran David,1999,SW16680,"2818 Main St, Georgetown"
617,John Smith,1931,SD16678,"3443 Fireoak Av, Hutto"
618,Mary Robert,1964,AE17155,"6266 Main St, Georgetown"
619,Mary Emily,2000,WE15124,"7576 Big Sky Av, Hutto"
620,Fran Michael,1984,ZE18921,"5167 Windermeer St, Amarillo"
621,Michael Michael,1951,AW12234,"764 Fireoak Av, Paris"
622,George George,1913,KZ15156,"7287 Big Sky Av, Del Valle"
623,Alice Sean,1953,EA13570,"6901 Yellow St, Dallas"
624,Darrin Joe,1911,KD17223,"7059 Main St, Dublin"
625,Fran Sean,1934,LX19022,"4300 Winter Fall St, London"
626,Magda Rebeca,1916,NE16553,"4951 Maple St, Dublin"
627,John Bob,1938,ZD17077,"5867 Congress Av, Del Valle"
628,Beth Joe,1943,SE10671,"2525 Spicewood Av, London"
629,Magda George,1972,WS13581,"3925 E 6th Street, Del Valle"
630,Natalie Rebeca,1912,XS11114,"5387 Orange Maple St, Dublin"
631,Alice Magda,1913,ST12020,"7755 Shallow Lake St, Georgetown"
632,Gustavo John,1940,ED19746,"5132 Winter Fall St, Dublin"
633,Mary Rebeca,1910,SK17448,"2642 Big Sky Av, London"
634,Joe Michael,1923,ED18756,"1329 Main St, Paris"
635,Smith Beth,1939,AA10677,"8196 Orange Maple St, Austin"
636,Emily Alice,1951,KL16571,"7386 Shallow Lake St, London"
637,John Magda,1931,SD18465,"8056 Congress Av, Amarillo"
638,Mary Darrin,1918,KS15036,"2490 Windermeer St, Austin"
639,Alice Darrin,1919,TS12095,"5291 Maple St, Del Valle"
640,Robert Michael,1953,AS12193,"2611 Big Sky Av, Dallas"
641,Joe Emily,1934,LK11481,"7842 Spicewood Av, London"
642,Emily Sean,1924,AS16422,"5708 Fireoak Av, Austin"
643,Michael Gustavo,1998,DS14055,"6528 Shallow Lake St, Dallas"
644,David Smith,1955,LT16191,"6028 Winter Fall St, Hutto"
645,Alice Gustavo,1922,ND16171,"648 Shallow Lake St, Hutto"
646,Beth Beth,1956,NA15458,"8520 Windermeer St, Del Valle"
647,Darrin David,1912,DA11414,"1074 Winter Fall St, Paris"
648,Sean Alice,1920,DX10458,"3541 Maple St, Dublin"
649,Joe Joe,1964,NW10093,"7431 Spicewood Av, Austin"
650,Beth Robert,1994,WX11312,"6167 Windermeer St, Austin"
651,Smith Emily,1993,NA19545,"1453 Winter Fall St, London"
652,Gustavo Mary,1957,TL15331,"8169 Big Sky Av, Paris"
653,Fran Rebeca,1913,XN15488,"4856 E 6th Street, London"
654,Bob Robert,1961,EL12824,"7217 Fireoak Av, Paris"
655,Sean Gustavo,1914,NN17778,"2063 Oak View St, Austin"
656,David Beth,1931,TK14604,"3840 E 6th Street, Del Valle"
657,Robert George,2005,XX15133,"611 Shallow Lake St, Dublin"
658,Joe Emily,1979,EE19195,"5313 Congress Av, Hutto"
659,Rebeca Gustavo,1981,LS10920,"4524 Congress Av, Paris"
660,Sean Mary,2005,KL17910,"4171 Yellow St, Austin"
661,Fran Rebeca,1943,EN16856,"5084 Fireoak Av, Georgetown"
662,George Michael,1929,SA16168,"7715 Main St, Hutto"
663,Smith Gustavo,1932,AZ10604,"7968 Windermeer St, Round Rock"
664,John Natalie,1923,SK17465,"8483 Spicewood Av, Round Rock"
665,Michael Natalie,1970,DG14528,"2383 Winter Fall St, Amarillo"
666,David Sean,1967,ZE16083,"7571 Big Sky Av, Round Rock"
667,Robert Alice,1951,WZ16935,"8833 Maple St, Hutto"
668,Rebeca Fran,1975,ZW19230,"9085 Oak View St, Georgetown"
669,Fran Sean,2001,SA18076,"5507 Congress Av, Paris"
670,Smith Fran,1925,KG16830,"422 Spicewood Av, Hutto"
671,Mary Bob,1955,ED14940,"4319 Fireoak Av, Georgetown"
672,Robert Beth,1991,ST17861,"3284 Shallow Lake St, Del Valle"
673,Smith Mary,1964,EX11068,"8038 Fireoak Av, Austin"
674,Fran Mary,1935,NX17177,"7814 Shallow Lake St, Amarillo"
675,Alice Joe,1910,EN19288,"3724 Orange Maple St, Hutto"
676,Bob Robert,1925,NT16242,"5492 Spicewood Av, Dublin"
677,Sean John,1916,WK17551,"6351 Winter Fall St, Dublin"
678,Magda Rebeca,1957,KE10475,"366 Windermeer St, London"
679,Emily Rebeca,1966,LL18629,"6406 Shallow Lake St, Del Valle"
680,Smith Beth,2001,KE17727,"7512 Winter Fall St, Del Valle"
681,Emily Rebeca,1927,KA11360,"4226 Congress Av, London"
682,Darrin Joe,1931,NW11952,"7400 Main St, Amarillo"
683,Michael Joe,1925,DW18997,"3112 Maple St, Del Valle"
684,Mary John,1910,AG11797,"1394 Orange Maple St, Hutto"
685,Magda Bob,1947,DT14764,"385 Orange Maple St, London"
686,Fran Robert,2003,GX15113,"354 Congress Av, Georgetown"
687,Michael Darrin,1950,LS17853,"4308 E 6th Street, Dallas"
688,David Joe,1982,TE16095,"7123 Oak View St, Del Valle"
689,Magda Fran,1960,TE11168,"179 Spicewood Av, London"
690,Robert George,1936,NK11881,"4328 Main St, Hutto"
691,David Joe,1953,XT14158,"1627 Oak View St, Dallas"
692,Sean Smith,1987,WS12632,"4778 Fireoak Av, Dallas"
693,Gustavo Gustavo,1944,AG12386,"700 E 6th Street, Hutto"
694,Joe Bob,1965,GK15035,"528 Congress Av, Round Rock"
695,Michael Beth,1957,WK17326,"758 Fireoak Av, Amarillo"
696,Magda Rebeca,1930,NZ19715,"7200 Oak View St, Dallas"
697,Magda Smith,1937,AW13662,"8966 Windermeer St, Amarillo"
698,Joe Sean,1955,KA14553,"2807 Oak View St, Dublin"
699,Rebeca Beth,1934,NL13944,"5257 Winter Fall St, Georgetown"
700,Rebeca George,2005,XL12057,"4899 Winter Fall St, Hutto"
701,Emily Mary,1941,NT18338,"5459 Big Sky Av, Round Rock"
702,Michael Beth,1965,ZL17296,"312 Main St, Paris"
703,Joe Smith,1978,LA17615,"6946 Yellow St, London"
704,Fran Mary,1970,NS19206,"7852 Fireoak Av, Georgetown"
705,George Beth,1919,ZE16111,"8734 Big Sky Av, Del Valle"
706,Mary Sean,1953,TX16783,"6078 Spicewood Av, Amarillo"
707,Fran Natalie,1965,EA15702,"7440 Fireoak Av, Georgetown"
708,Joe Joe,1998,XG11812,"1587 Maple St, London"
709,George David,1937,AG11721,"3639 Oak View St, Del Valle"
710,Gustavo George,1998,EA11069,"3797 Yellow St, Amarillo"
711,Beth Robert,1976,GD14296,"1664 Maple St, Georgetown"
712,Michael Robert,1946,SN16304,"3057 Fireoak Av, Georgetown"
713,Michael Natalie,1920,SZ16492,"8668 Windermeer St, Dublin"
714,Emily Joe,1942,LS18006,"6618 Big Sky Av, Hutto"
715,Bob Michael,1930,XA18796,"8389 Fireoak Av, Austin"
716,Joe Bob,1952,ZD15280,"6066 Spicewood Av, Austin"
717,Rebeca Smith,1983,NN19208,"7401 Shallow Lake St, Amarillo"
718,Smith Robert,1950,SA19483,"5429 Congress Av, Round Rock"
719,Mary Smith,1916,TW16098,"3284 Winter Fall St, Round Rock"
720,Beth Natalie,1979,ED17702,"8198 Yellow St, Hutto"
721,David Robert,1968,LT14145,"2369 Fireoak Av, Dallas"
722,Bob Beth,1999,AX16330,"7714 Orange Maple St, Dallas"
723,Alice George,1915,AW15412,"7867 Main St, Amarillo"
724,George George,1971,XZ13255,"6077 Fireoak Av, Hutto"
725,Natalie Natalie,1967,KN18996,"5241 Winter Fall St, Austin"
726,John Natalie,2008,DW19931,"5195 Yellow St, Del Valle"
727,Alice Bob,1974,LS18395,"7104 Windermeer St, Paris"
728,Fran Emily,2009,WD14279,"8319 Shallow Lake St, Hutto"
729,Magda George,2001,ZL12641,"8409 Winter Fall St, Del Valle"
730,Joe Fran,1935,NT11476,"7752 Main St, Round Rock"
731,Beth George,1959,SA14424,"6766 Yellow St, Paris"
732,Rebeca Smith,2009,AE11661,"2040 Winter Fall St, Dallas"
733,Natalie George,1989,GA16416,"3611 Winter Fall St, Dublin"
734,Beth Michael,1943,TZ18759,"3973 Fireoak Av, Paris"
735,Magda David,1980,LN18942,"1102 Main St, London"
736,Magda Sean,1981,TN16660,"3031 Big Sky Av, London"
737,Emily George,1958,DS15438,"7217 Maple St, Round Rock"
738,George Gustavo,1933,EN13124,"738 E 6th Street, Dublin"
739,Alice Mary,1973,AZ17911,"821 Congress Av, Del Valle"
740,Robert Alice,1996,SA16325,"6072 Main St, London"
741,Beth Emily,1996,EW19642,"3636 Shallow Lake St, Amarillo"
742,Alice Gustavo,1933,GA13253,"8075 Congress Av, Del Valle"
743,Natalie Mary,1935,GA10915,"4622 Maple St, London"
744,Mary Sean,1974,GS17525,"2887 Shallow Lake St, Dallas"
745,Alice George,2001,LW16325,"2003 Spicewood Av, Georgetown"
746,Sean Rebeca,1911,WW17861,"6399 Main St, Dallas"
747,John Alice,1956,SA12379,"8776 Maple St, London"
748,Alice Michael,1923,GD17699,"2891 Spicewood Av, Dublin"
749,Beth Rebeca,1929,TX18046,"4581 Maple St, Paris"
750,Fran Michael,1951,TZ18429,"7393 Congress Av, Georgetown"
751,Alice Rebeca,1939,LW18664,"3315 Shallow Lake St, Austin"
752,Bob Darrin,1962,ZE18737,"1453 Spicewood Av, Del Valle"
753,Gustavo Mary,1914,WW19754,"2557 Winter Fall St, Georgetown"
754,Sean David,1923,NN19985,"7843 E 6th Street, Hutto"
755,George Smith,1988,LE10491,"160 Congress Av, Amarillo"
756,Rebeca Rebeca,1924,WG18738,"5460 Big Sky Av, Dublin"
757,Bob David,1998,KT15127,"7998 Main St, Amarillo"
758,Michael Joe,1938,XX18814,"5618 Orange Maple St, Austin"
759,Gustavo Darrin,1990,WD11012,"1550 Shallow Lake St, Amarillo"
760,Fran John,1946,GD13748,"7014 Windermeer St, Dallas"
761,Mary John,1915,NZ19867,"3286 Windermeer St, Amarillo"
762,John Gustavo,1943,NG18710,"8785 Shallow Lake St, Dublin"
763,Bob George,1933,ED17267,"4097 Orange Maple St, Austin"
764,Joe Natalie,1985,DZ19945,"4551 Winter Fall St, Round Rock"
765,George Robert,1965,KA15146,"2144 Shallow Lake St, Austin"
766,Gustavo Alice,1923,GE18741,"5174 Winter Fall St, Del Valle"
767,Robert Natalie,1942,ND12285,"453 Maple St, Hutto"
768,Fran Magda,1978,AK10389,"8143 Spicewood Av, Dublin"
769,Alice John,1928,NT15273,"1705 Maple St, Georgetown"
770,Michael Darrin,1998,GT11021,"7981 Orange Maple St, Austin"
771,Darrin George,1929,ES14104,"8643 Windermeer St, Amarillo"
772,Sean Michael,1911,AL15771,"4710 Shallow Lake St, Del Valle"
773,Smith Natalie,1991,LD10823,"3178 Orange Maple St, Dallas"
774,Sean Magda,1918,DS17326,"7846 Shallow Lake St, London"
775,Magda Fran,1927,SA13145,"5028 Congress Av, Del Valle"
776,George Rebeca,1972,GK12418,"3556 Winter Fall St, London"
777,Magda George,1994,SS11557,"6253 Shallow Lake St, Dublin"
778,Magda Gustavo,1910,WE18150,"4578 Main St, Hutto"
779,Smith Natalie,1966,NE14802,"3276 Maple St, Round Rock"
780,Alice Beth,1963,KK18400,"4960 Shallow Lake St, Paris"
781,Darrin Robert,1941,EE12577,"4131 Shallow Lake St, Hutto"
782,Fran Fran,2008,XL16881,"1150 Spicewood Av, Georgetown"
783,David Magda,1958,TT11188,"4381 Main St, London"
784,Natalie Alice,1919,KT13923,"1770 Oak View St, London"
785,Alice Alice,1935,EX16362,"3726 Main St, Hutto"
786,Beth John,1989,DW18604,"4231 Fireoak Av, Dublin"
787,Gustavo Michael,1997,EN18495,"6625 Spicewood Av, Paris"
788,Emily Rebeca,1933,XE17776,"4155 Winter Fall St, Amarillo"
789,Sean Emily,1963,DL18927,"633 Congress Av, Hutto"
790,George Beth,2000,XT12626,"8417 Windermeer St, Round Rock"
791,Emily Smith,1958,AE13267,"3020 Orange Maple St, Hutto"
792,Michael Darrin,1986,AX16230,"1815 Main St, Austin"
793,Fran John,1912,DX17577,"6441 Big Sky Av, Hutto"
794,Darrin Sean,2005,DE16916,"4286 Yellow St, Del Valle"
795,Michael Beth,1943,KD12369,"7642 Orange Maple St, Del Valle"
796,Magda Sean,1992,LE10389,"1568 Spicewood Av, Georgetown"
797,Gustavo Darrin,1910,KZ11330,"5501 Congress Av, Round Rock"
798,Robert George,1972,XL17873,"120 Spicewood Av, London"
799,Joe Mary,1922,EG19599,"2877 Shallow Lake St, Paris"
800,Joe Rebeca,1911,WD11361,"4617 Oak View St, London"
801,Magda Alice,1978,DX13387,"3742 E 6th Street, Dallas"
802,Joe Darrin,1924,WA17767,"8814 Windermeer St, Del Valle"
803,Alice Joe,1937,XG12746,"2931 Congress Av, Paris"
804,Natalie David,1943,XL13498,"2274 Main St, Dallas"
805,Joe John,1913,WD13511,"7407 Shallow Lake St, Dublin"
806,Michael Rebeca,1929,NL16993,"5785 Fireoak Av, Amarillo"
807,David Bob,1919,TT17988,"138 Main St, Dublin"
808,David Joe,1980,XX13612,"8372 Maple St, Dublin"
809,Magda Beth,1995,NE12455,"7766 Spicewood Av, Austin"
810,Rebeca Michael,1937,SA16278,"8590 Maple St, Round Rock"
811,Joe Gustavo,1926,AN16740,"4488 Oak View St, Dallas"
812,Natalie Alice,2002,KT16008,"5448 Fireoak Av, Austin"
813,Michael Darrin,1917,ZZ12486,"6252 Winter Fall St, Hutto"
814,Darrin Emily,1910,EN15673,"8179 Main St, Amarillo"
815,Beth Bob,1962,TZ13990,"1831 Congress Av, Georgetown"
816,Bob Robert,1955,AN18159,"8439 E 6th Street, Georgetown"
817,John George,1917,GA11564,"1490 Shallow Lake St, London"
818,Rebeca Natalie,1955,TZ17939,"8509 Windermeer St, Hutto"
819,Sean Joe,1936,TT14770,"205 Fireoak Av, London"
820,George George,2009,LL14538,"2606 Orange Maple St, Georgetown"
821,Mary Gustavo,1956,AA14140,"6850 Congress Av, Dublin"
822,Fran John,2004,ZS15736,"6382 Big Sky Av, Del Valle"
823,Alice John,2007,LE16914,"5355 E 6th Street, London"
