RECN,NAME,YOB,LEGALID,ADDRESS
2152,Darrin Bob,1945,GS13840,"1407 E 6th Street, Del Valle"
2153,Natalie John,1931,LW13985,"9031 Main St, Amarillo"
2154,Emily Rebeca,1939,LT13120,"2450 Shallow Lake St, Round Rock"
2155,John Beth,1910,EX12279,"1768 Orange Maple St, Del Valle"
2156,Fran Mary,2004,KD17007,"2085 Orange Maple St, Paris"
2157,Fran Joe,1971,DS15802,"4670 Maple St, Austin"
2158,Natalie Mary,1913,TL10273,"3947 E 6th Street, Dallas"
2159,Sean David,2004,AK19170,"5266 Winter Fall St, London"
2160,Beth Sean,1964,ZA10599,"8117 Orange Maple St, Hutto"
2161,Darrin Rebeca,1997,SW19884,"133 Fireoak Av, Del Valle"
2162,Beth Smith,2008,GN11190,"8605 Winter Fall St, Georgetown"
2163,Darrin Michael,2006,WT14831,"938 Winter Fall St, Amarillo"
2164,Smith John,1945,ZS13595,"852 E 6th Street, Dallas"
2165,Smith Joe,1922,NX17931,"5344 Fireoak Av, Dallas"
2166,Gustavo Rebeca,1976,EG10293,"1215 Spicewood Av, Dublin"
2167,Smith Robert,1952,LT16824,"2299 Main St, Austin"
2168,Mary Robert,1916,ES13893,"4123 Fireoak Av, Dallas"
2169,Michael Emily,1927,AE18109,"7068 Oak View St, Dublin"
2170,Darrin Darrin,1993,LW13710,"4083 Oak View St, Round Rock"
2171,John Fran,1970,AN17434,"773 Fireoak Av, London"
2172,George David,1947,AX18500,"1931 Congress Av, Del Valle"
2173,Sean Gustavo,1922,XD17144,"4350 Oak View St, Round Rock"
2174,Emily Beth,1935,LT17622,"2271 Windermeer St, Georgetown"
2175,Alice Beth,1967,XK11250,"3606 Main St, Austin"
2176,Gustavo David,1971,SL17726,"208 Congress Av, Dublin"
2177,John Rebeca,1988,TA14548,"8864 Spicewood Av, Amarillo"
2178,John Mary,1999,GZ14177,"1236 Windermeer St, Georgetown"
2179,Magda Sean,2002,LL13990,"2744 Maple St, Georgetown"
2180,Emily Gustavo,1954,KW16149,"7718 Big Sky Av, Amarillo"
2181,Rebeca Alice,1929,EZ14812,"1686 Windermeer St, London"
2182,Magda Natalie,1949,EN12897,"5624 Shallow Lake St, Hutto"
2183,Darrin Beth,1916,EN12828,"464 Main St, Dublin"
2184,Magda Sean,1970,LW19832,"2613 Windermeer St, Dublin"
2185,Fran Emily,1977,ED17223,"3796 Maple St, Georgetown"
2186,Bob Darrin,1921,NN15521,"7399 Winter Fall St, Austin"
2187,Joe Sean,1940,TT17971,"1913 Orange Maple St, Austin"
2188,Alice John,2009,AE19760,"4542 Main St, Dublin"
2189,Smith Alice,1934,XZ14451,"7907 Big Sky Av, Georgetown"
2190,Robert Natalie,1925,LK13804,"8601 Congress Av, Round Rock"
2191,Gustavo Darrin,1936,ZL16844,"3161 E 6th Street, Del Valle"
2192,Smith Emily,1958,TG15564,"7458 Spicewood Av, Austin"
2193,Beth Sean,2000,LN17491,"5139 E 6th Street, Round Rock"
2194,Rebeca Robert,1929,XK10435,"8947 Winter Fall St, Georgetown"
2195,Robert Joe,1991,TS15215,"790 Fireoak Av, Round Rock"
2196,Fran Mary,1989,XG18760,"2908 Winter Fall St, Georgetown"
2197,Beth David,1929,XT15573,"8209 Spicewood Av, Georgetown"
2198,Michael Fran,1942,XL14293,"5078 Windermeer St, Del Valle"
2199,Robert John,1928,DE18059,"8441 Fireoak Av, London"
2200,Smith David,2003,NG17748,"1859 Winter Fall St, Dublin"
2201,Michael Joe,1912,LL16989,"7557 Windermeer St, Austin"
2202,Michael Beth,1994,ET19381,"1394 Oak View St, Del Valle"
2203,Rebeca Mary,1990,ST10086,"2334 Maple St, Del Valle"
2204,Mary Fran,1992,TE19163,"6236 Spicewood Av, Round Rock"
2205,Bob John,1952,LS11196,"7057 Main St, Georgetown"
2206,Alice Magda,1918,ZK17327,"3166 Maple St, Paris"
2207,Bob Joe,2005,DZ11250,"540 Orange Maple St, Georgetown"
2208,John Darrin,1921,TW17516,"1995 Big Sky Av, Round Rock"
2209,Mary Natalie,1959,XD15840,"3499 E 6th Street, London"
2210,Joe Natalie,1949,LK12311,"2721 Maple St, Paris"
2211,Alice Darrin,1925,LK11362,"8078 Maple St, Dallas"
2212,Gustavo Magda,1957,NZ12747,"1338 Winter Fall St, London"
2213,Alice David,1966,ED14798,"5139 Maple St, Del Valle"
2214,Beth David,1958,KS19050,"7270 Winter Fall St, Hutto"
2215,Bob George,1917,NW12182,"1305 E 6th Street, Georgetown"
2216,Gustavo Gustavo,1926,EG10895,"2044 Big Sky Av, Austin"
2217,Smith Robert,1939,GK13319,"3856 Winter Fall St, Amarillo"
2218,Joe Bob,1919,XL12504,"1211 Orange Maple St, Amarillo"
2219,Fran George,1958,KA16571,"5123 Winter Fall St, Round Rock"
2220,Smith George,1975,WN13756,"886 Oak View St, London"
2221,John Bob,1967,ZN16421,"7157 Maple St, Austin"
2222,Bob Darrin,1994,LZ13771,"8105 Big Sky Av, Amarillo"
2223,Alice Gustavo,1937,NL17461,"1050 Fireoak Av, Georgetown"
2224,John George,1936,EG14207,"3577 Spicewood Av, Austin"
2225,Robert Sean,1914,XW17417,"6876 Orange Maple St, Paris"
2226,Joe Alice,1936,WD14677,"5211 Shallow Lake St, Hutto"
2227,Rebeca Sean,1970,TD17605,"7784 Big Sky Av, Amarillo"
2228,John Mary,2005,XZ18375,"649 Windermeer St, Round Rock"
2229,Mary George,1983,TK12259,"1776 Oak View St, Del Valle"
2230,Natalie Beth,1941,EL10824,"4506 E 6th Street, Georgetown"
2231,Smith Robert,1979,TD15929,"9004 Winter Fall St, Dallas"
2232,Darrin Emily,1999,LL19963,"5347 Main St, Hutto"
2233,Natalie George,1993,ND10729,"1828 Main St, Austin"
2234,George John,1932,KS16102,"5391 Yellow St, Hutto"
2235,Robert Mary,1965,TL18405,"6998 Main St, Amarillo"
2236,Robert Beth,1996,AS18507,"1056 Orange Maple St, Dublin"
2237,Alice Alice,1998,AL11437,"6071 Fireoak Av, Austin"
2238,Rebeca Natalie,1973,GA12082,"7951 Orange Maple St, Austin"
2239,Darrin Joe,1989,AK18725,"1033 Big Sky Av, London"
2240,Gustavo John,1947,TK19651,"7301 Main St, Dallas"
2241,Darrin George,1984,KZ10572,"2478 E 6th Street, Amarillo"
2242,Alice Smith,1962,SS14450,"4058 Fireoak Av, Georgetown"
2243,Smith Fran,1917,TN17773,"6886 Windermeer St, Georgetown"
2244,Joe Natalie,1992,DX15543,"7212 Orange Maple St, Austin"
2245,Robert Mary,1955,TW15951,"6729 Winter Fall St, Dublin"
2246,Rebeca Emily,1988,KX15290,"7104 Yellow St, Amarillo"
2247,Emily David,1976,XA12273,"8363 Main St, Amarillo"
2248,Joe Natalie,1959,ES10547,"2045 Main St, London"
2249,Michael Smith,1922,ZE18864,"5530 Winter Fall St, Paris"
2250,Joe Joe,1971,ZZ11698,"8117 Orange Maple St, Round Rock"
2251,Rebeca Michael,2002,KT12096,"4320 Big Sky Av, Dallas"
2252,Beth Fran,1952,AG17228,"8122 Main St, Amarillo"
2253,Beth Joe,1951,KN16858,"2350 Windermeer St, Hutto"
2254,George Mary,1912,WW13361,"1158 Yellow St, Georgetown"
2255,Robert David,1920,TW18013,"1950 Maple St, London"
2256,Alice Natalie,1937,WE12500,"3343 Maple St, Amarillo"
2257,Emily Natalie,1992,XK14319,"1429 Big Sky Av, Georgetown"
2258,Natalie Emily,1939,SL13846,"7744 Big Sky Av, Round Rock"
2259,Darrin Natalie,1952,GT14069,"2070 E 6th Street, Del Valle"
2260,Emily Natalie,1955,KS12675,"1077 Spicewood Av, Dublin"
2261,David John,1914,NA10564,"1768 Main St, Round Rock"
2262,Joe Mary,1988,ZT14702,"6016 Orange Maple St, Georgetown"
2263,John Sean,1967,KD11431,"1056 Big Sky Av, Dallas"
2264,David Gustavo,1993,SK10328,"8513 Shallow Lake St, Dallas"
2265,Joe Smith,1975,XG14491,"5232 Windermeer St, Dublin"
2266,Alice Magda,1934,SZ18294,"1962 Spicewood Av, Dublin"
2267,Gustavo Beth,1927,KW15606,"1665 Spicewood Av, Paris"
2268,Darrin Smith,1997,XT11944,"1585 Winter Fall St, Paris"
2269,Sean Magda,1936,TD17462,"2415 Fireoak Av, Dublin"
2270,Emily Beth,2003,KD14849,"6181 Yellow St, Austin"
2271,Joe Alice,1963,WS18767,"6950 Congress Av, Amarillo"
2272,Magda Sean,1943,TA15009,"633 Main St, Amarillo"
2273,Alice Darrin,2005,NA14448,"5029 Big Sky Av, Dublin"
2274,Natalie Mary,2009,XT11969,"5961 Big Sky Av, Amarillo"
2275,Alice Gustavo,1916,AG15452,"1250 Orange Maple St, Del Valle"
2276,George Rebeca,1930,NE13670,"3040 Maple St, Dallas"
2277,Rebeca Smith,1924,AG17395,"8094 Winter Fall St, Georgetown"
2278,Fran Magda,1975,ET17216,"1782 Fireoak Av, Hutto"
2279,George Darrin,1913,LN17045,"6839 Windermeer St, Dallas"
2280,Robert Michael,1965,GL13938,"3489 Big Sky Av, Paris"
2281,Magda Michael,1980,WD14664,"6459 Yellow St, Dublin"
2282,Bob John,2003,TA10560,"1142 Main St, Dallas"
2283,Bob Natalie,1942,NX13932,"3733 Yellow St, Dallas"
2284,David Alice,1913,AX12988,"1361 Spicewood Av, Dublin"
2285,Sean Smith,1986,KA11055,"6657 Congress Av, Hutto"
2286,Magda Emily,1941,XS16096,"1506 Spicewood Av, Paris"
2287,George Michael,2009,LG15297,"1649 Fireoak Av, Paris"
2288,Robert Sean,1971,SE19453,"3199 Winter Fall St, Dublin"
2289,Smith Beth,1948,XK18496,"2736 Windermeer St, Hutto"
2290,Gustavo Mary,1915,GD17446,"6183 Fireoak Av, Paris"
2291,Beth Beth,2007,LL10343,"3662 Orange Maple St, Hutto"
2292,Beth Fran,1956,EK10056,"7942 Fireoak Av, London"
2293,George Mary,1997,EN12912,"3030 Oak View St, Dublin"
2294,Bob Gustavo,1967,DA19198,"5671 Fireoak Av, Round Rock"
2295,Gustavo Emily,1940,KS13990,"8601 Oak View St, Dallas"
2296,Michael Sean,1928,KK17444,"8742 Winter Fall St, Round Rock"
2297,Michael Magda,1987,AA17944,"2014 Shallow Lake St, Dublin"
2298,Robert Magda,1968,KT14192,"8063 Congress Av, Paris"
2299,Fran Michael,1975,SW18897,"4570 Winter Fall St, Del Valle"
2300,Bob Alice,2001,SS14478,"3939 Windermeer St, Hutto"
2301,Gustavo Emily,1938,GX16891,"4348 Maple St, Dallas"
2302,John Natalie,1933,XZ16063,"2372 Winter Fall St, Round Rock"
2303,George Alice,1920,XD11946,"7303 Oak View St, Round Rock"
2304,Magda John,1921,ZZ16802,"6980 Shallow Lake St, Round Rock TX"
2305,Michael Rebeca,1947,GL15021,"542 Big Sky Av, Georgetown"
2306,Sean Magda,1938,XX17168,"693 Spicewood Av, Hutto"
2307,Emily Darrin,1934,AG19166,"7721 Fireoak Av, Georgetown"
2308,Robert George,1992,LW15736,"6285 Maple St, Round Rock"
2309,Fran Smith,1975,GT16373,"4792 Main St, Dublin"
2310,Emily Sean,1923,AW19434,"1946 Main St, Paris"
2311,George Gustavo,1955,GK16283,"4901 Shallow Lake St, London"
2312,Rebeca John,2009,AE13201,"1020 Winter Fall St, Hutto"
2313,John Bob,1937,NZ17298,"5911 Orange Maple St, London"
2314,George Beth,1944,WE14995,"3318 Congress Av, Hutto"
2315,Sean Darrin,1928,GT11997,"2573 Fireoak Av, Round Rock"
2316,David David,1917,DG18177,"1172 Yellow St, London"
2317,Magda George,1916,KD10075,"7093 Big Sky Av, Amarillo"
2318,Robert Gustavo,1946,NN18696,"4792 Windermeer St, Amarillo"
2319,Sean Darrin,2000,NS17867,"981 Oak View St, Hutto"
2320,Joe Fran,1917,AL14092,"8877 Windermeer St, London"
2321,Robert Mary,1944,EK12919,"6796 Maple St, Austin"
2322,Joe Beth,1998,ND10244,"2096 Shallow Lake St, Austin"
2323,Mary Bob,1966,DW15181,"7628 Big Sky Av, Dallas"
2324,Mary Rebeca,2000,GW11760,"4349 Windermeer St, Hutto"
2325,Rebeca George,1958,AL11452,"312 Maple St, Georgetown"
2326,Robert Gustavo,1934,GZ14129,"1382 Orange Maple St, London"
2327,David Magda,1973,TN16654,"1005 Main St, Round Rock"
2328,Natalie Michael,2009,DA18490,"1138 Fireoak Av, Del Valle"
2329,Beth Smith,1949,KA12622,"1731 Spicewood Av, Dallas"
2330,Natalie Darrin,1936,KE12845,"3661 Congress Av, Hutto"
2331,Fran Fran,1940,EX13189,"8543 Fireoak Av, Hutto"
2332,Robert Emily,1988,WX17946,"4257 Oak View St, Del Valle"
2333,Mary Natalie,1995,KE19467,"1706 E 6th Street, Del Valle"
2334,Gustavo Smith,1955,KL18240,"2655 Windermeer St, Round Rock"
2335,Rebeca Natalie,1947,DE10569,"5465 Yellow St, Hutto"
2336,Natalie Magda,1990,EA18073,"4215 Shallow Lake St, Paris"
2337,Gustavo Mary,1974,ZN16035,"4125 Fireoak Av, Round Rock"
2338,Fran Robert,2007,LW11923,"7416 Orange Maple St, Dallas"
2339,Gustavo Beth,1959,SS19475,"7849 Winter Fall St, Paris"
2340,Bob Emily,1951,AS11253,"1880 Shallow Lake St, Dallas"
2341,Alice Beth,2002,ZT19451,"3927 Maple St, Dallas"
2342,Gustavo Gustavo,1991,KA14817,"6898 Shallow Lake St, Amarillo"
2343,Gustavo David,1954,LD12905,"1962 Maple St, Austin"
2344,Mary Magda,1988,ZE11659,"2105 Congress Av, Georgetown"
2345,Robert David,1926,KL11009,"1851 Yellow St, Amarillo"
2346,Emily Emily,1985,SK16729,"1423 Fireoak Av, Georgetown"
2347,Magda Sean,1958,DX11786,"1248 Fireoak Av, Paris"
2348,Rebeca Magda,1953,EX12860,"4375 Winter Fall St, Georgetown"
2349,Michael John,1968,LN10201,"8808 Fireoak Av, Del Valle"
2350,John Rebeca,1969,GD14030,"5516 Maple St, Austin"
2351,Darrin Emily,1942,DD17812,"4536 Oak View St, Dallas"
2352,George Rebeca,1957,WX11932,"7623 Shallow Lake St, Paris"
2353,Emily Joe,1998,LN19116,"6551 Big Sky Av, London"
2354,Michael Natalie,1922,XL11442,"2545 Fireoak Av, Dublin"
2355,Gustavo Bob,1942,WS16280,"4637 Congress Av, Dublin"
2356,Magda Alice,1934,ZK18019,"5690 E 6th Street, Amarillo"
2357,Joe Michael,1969,ZA11827,"7931 Windermeer St, Austin"
2358,Fran Bob,1970,GA16629,"4737 Yellow St, Amarillo"
2359,David Rebeca,1943,AN19179,"7621 Yellow St, 
Amarillo TX"
2360,Joe Mary,2008,WD17890,"2141 Maple St, Dublin"
2361,John Bob,1965,ZE18367,"572 Big Sky Av, Amarillo"
2362,David Michael,1966,AT19554,"6145 Shallow Lake St, Austin"
2363,Magda Gustavo,1924,SX16895,"1030 Main St, London"
2364,Fran George,1967,WL18460,"8842 Congress Av, Dallas"
2365,John Darrin,1956,SX15514,"344 Spicewood Av, Dublin"
2366,Darrin Magda,1996,ED15623,"5857 E 6th Street, Georgetown"
2367,Joe David,2000,NZ14601,"1243 Yellow St, London"
2368,George Emily,1930,NE10813,"5800 Yellow St, Paris"
2369,Darrin David,1963,XK10747,"2156 Main St, Dublin"
2370,Smith Darrin,1930,SG18343,"904 Windermeer St, Del Valle"
2371,Alice Bob,2005,SG12927,"974 Shallow Lake St, Amarillo"
2372,Bob Beth,1990,EA16344,"6321 Shallow Lake St, Dublin"
2373,Smith Mary,1992,AA13604,"249 Orange Maple St, Hutto"
2374,Joe Alice,2000,AL13348,"2277 Orange Maple St, Del Valle"
2375,Robert David,1918,LS12743,"1643 Maple St, Dallas"
2376,Magda Bob,1933,SX15546,"5166 Windermeer St, Austin"
2377,Smith Darrin,2004,TL14964,"9082 Congress Av, Dublin"
2378,Michael Magda,1973,LE11840,"2508 Yellow St, Dallas"
2379,Michael Smith,1991,ZD18258,"4046 Main St, Austin"
2380,Fran Sean,1915,DW17861,"5598 Winter Fall St, Paris"
2381,Alice Robert,1919,LW11589,"2466 Fireoak Av, Dallas"
2382,Emily Alice,1970,WE15463,"8438 Congress Av, Dallas"
2383,Beth John,1967,NA19738,"7122 Yellow St, Del Valle"
2384,John George,1935,EZ17773,"4294 Winter Fall St, Georgetown"
2385,David Darrin,1943,TK19649,"2645 Oak View St, Georgetown"
2386,Emily Rebeca,1976,WS12176,"7466 Winter Fall St, Round Rock"
2387,Mary Smith,1930,KS13817,"3200 Yellow St, Austin"
2388,Gustavo Rebeca,2009,LW13956,"736 Windermeer St, London"
2389,Natalie John,1918,XA17519,"4579 Fireoak Av, London"
2390,Bob Joe,1932,NG14865,"2687 Maple St, Dallas"
2391,Michael Beth,1984,KL10485,"7544 Big Sky Av, Paris"
2392,Rebeca Alice,1975,GT10127,"7864 Spicewood Av, Paris"
2393,Rebeca Robert,1951,LE11711,"4495 Main St, Del Valle"
2394,Rebeca Robert,1961,XX12368,"4970 Oak View St, Hutto"
2395,Alice George,1923,LX12579,"6158 E 6th Street, Paris"
2396,Fran Joe,1990,LG16455,"7203 Big Sky Av, London"
2397,Beth George,1988,AN14022,"4823 Oak View St, London"
2398,Darrin Robert,1916,WA16351,"7905 Yellow St, Amarillo"
2399,George Emily,1975,DK11677,"244 Main St, Del Valle"
2400,Beth David,2006,KS18979,"4826 Shallow Lake St, Hutto"
2401,Natalie Smith,1993,WG17596,"482 Maple St, Georgetown"
2402,Fran Emily,1946,KE13953,"2965 Orange Maple St, Georgetown"
2403,Joe John,1985,LW15261,"6615 Windermeer St, Round Rock"
2404,Alice Sean,1924,XL19116,"6728 Orange Maple St, Austin"
2405,George Smith,1993,DZ10219,"790 Orange Maple St, Round Rock"
2406,Emily Joe,1999,NS16298,"2526 Maple St, Austin"
2407,Rebeca Robert,1942,ES15143,"3703 Main St, Paris"
2408,Beth Magda,1996,WE18918,"8523 E 6th Street, Amarillo"
2409,John John,1952,NW11577,"480 Oak View St, Dublin"
2410,Darrin Sean,2006,DN13994,"1590 Fireoak Av, Round Rock"
2411,Bob Michael,1977,EK14575,"3326 Windermeer St, Dublin"
2412,George Joe,1959,DE17898,"4366 Spicewood Av, London"
2413,Darrin Emily,1969,AN13327,"7121 Maple St, Round Rock"
2414,Robert Joe,1977,GN16116,"3748 Big Sky Av, Round Rock"
2415,Mary Rebeca,1910,EL19714,"7146 Oak View St, Paris"
2416,Darrin Robert,2007,LG10139,"179 Main St, Amarillo"
2417,Emily Robert,1918,XA14418,"586 Main St, Dublin"
2418,Joe George,1915,ST15969,"8855 Yellow St, Hutto"
2419,John Magda,1978,EZ13986,"2358 Main St, Georgetown"
2420,David Alice,1944,SD12002,"1106 Spicewood Av, Round Rock"
2421,Joe Fran,1940,KA19133,"3010 Maple St, Hutto"
2422,Rebeca Robert,1996,TN10456,"1675 Spicewood Av, 
Georgetown TX"
2423,David Beth,1911,GZ17347,"5979 Yellow St, Paris"
2424,Robert Darrin,1964,TE10217,"4962 Shallow Lake St, Georgetown"
2425,Rebeca Mary,1959,XX10764,"1033 Congress Av, Dallas"
2426,Sean Robert,1926,ZD19197,"4425 Shallow Lake St, Austin"
2427,David Alice,2005,AT16813,"6672 Spicewood Av, Amarillo"
2428,Michael Beth,2001,DD19093,"2773 Shallow Lake St, Amarillo"
2429,Michael Alice,1965,TT11509,"8410 Big Sky Av, Hutto"
2430,John Beth,1958,EK11031,"7720 Main St, Del Valle"
2431,Beth Natalie,1940,WA16259,"1665 Oak View St, Del Valle"
2432,Robert Robert,1937,TK14562,"2098 Windermeer St, Paris"
2433,David Natalie,1946,GS16622,"7099 Shallow Lake St, Paris"
2434,George Rebeca,1991,WE16780,"5433 Fireoak Av, Dallas"
2435,Bob John,1997,LW13793,"3602 Maple St, Dublin"
2436,Sean Darrin,1951,TS19552,"6925 Congress Av, Hutto"
2437,George David,1995,LD11553,"3552 Orange Maple St, Round Rock"
2438,Gustavo Smith,1960,DL13580,"6735 Orange Maple St, Hutto"
2439,John Rebeca,2000,ZT13500,"4673 Windermeer St, Del Valle"
2440,Sean Joe,1969,NS14983,"8630 Winter Fall St, London"
2441,George George,1930,SA19628,"8471 Windermeer St, Dublin"
2442,John Bob,1982,AN11667,"1201 E 6th Street, Amarillo"
2443,Magda Darrin,1983,ZD13828,"6470 Spicewood Av, Austin"
2444,Robert John,1991,EG14173,"7073 Main St, Georgetown"
2445,Joe Alice,1951,EE15824,"1255 Orange Maple St, Amarillo"
2446,Joe Rebeca,1924,AK16749,"4775 Big Sky Av, Paris"
2447,Magda Fran,1951,GN19814,"1640 Congress Av, Paris"
2448,Gustavo Joe,1957,EX17595,"8905 Spicewood Av, Dallas"
2449,Natalie Emily,1937,WS17351,"6172 Congress Av, London"
2450,Darrin Beth,1973,EE12316,"4931 Maple St, Round Rock"
2451,Sean Bob,1921,WG11852,"5807 Big Sky Av, Georgetown"
2452,Michael Robert,1952,EZ14048,"4986 Yellow St, Amarillo"
2453,Alice John,1973,XK19222,"3529 Shallow Lake St, Georgetown"
2454,Natalie Natalie,1985,KT13508,"271 Yellow St, Dublin"
2455,Gustavo Beth,1978,SK14004,"3684 Orange Maple St, Dublin"
2456,Smith Michael,1949,TZ15620,"7964 Main St, Amarillo"
2457,Gustavo Sean,2004,WS11398,"7987 Oak View St, Georgetown"
2458,Darrin Darrin,1957,NN16902,"355 Fireoak Av, Round Rock"
2459,Alice Michael,1940,XN10376,"2682 Orange Maple St, Paris"
2460,John George,1915,XL13338,"3134 Main St, Del Valle"
2461,Joe Michael,1988,KE15944,"6702 Yellow St, Dublin"
2462,Emily Gustavo,1987,AN17918,"7842 Main St, Amarillo"
2463,Michael John,1914,SK18923,"5312 Spicewood Av, London"
2464,Darrin Darrin,1932,SW19891,"8734 Orange Maple St, London"
2465,John Rebeca,1954,ND11203,"7278 Yellow St, Hutto"
2466,Natalie George,1910,SX11448,"2478 Oak View St, Paris"
2467,Darrin Fran,1999,AW17592,"3814 Big Sky Av, Amarillo"
2468,Sean Michael,1926,LA19618,"4203 Maple St, Dublin"
2469,Darrin Bob,1979,TN11925,"1468 Maple St, Dallas"
2470,George Michael,2000,TS11422,"7818 Spicewood Av, Hutto"
2471,Mary Alice,1983,WS10609,"6629 Oak View St, Del Valle"
2472,Smith David,1919,GL18715,"2444 Shallow Lake St, Georgetown"
2473,Alice Mary,1972,EG11707,"1646 Maple St, Amarillo"
2474,Smith George,1960,WL14137,"6104 Main St, Del Valle"
2475,Joe Darrin,1980,DD13230,"7717 Spicewood Av, Dublin"
2476,Beth Emily,1972,LA11719,"4740 Windermeer St, Georgetown"
2477,Emily Joe,1945,TG13818,"5798 Congress Av, Georgetown"
2478,John Magda,1924,EA19366,"3374 Main St, Dublin"
2479,Bob Natalie,1931,WX14062,"3317 Yellow St, Del Valle"
2480,Natalie Magda,1962,KW15407,"1549 Orange Maple St, Dublin"
2481,Gustavo Sean,1958,TZ18100,"2957 Shallow Lake St, Del Valle"
2482,Robert Emily,2003,ZS11927,"7102 Shallow Lake St, Dallas"
2483,Alice George,1935,EG11724,"7791 Fireoak Av, 
Austin TX"
2484,George John,1961,WT17128,"666 Oak View St, Amarillo"
2485,Smith Gustavo,1922,TA17384,"2689 Winter Fall St, Georgetown"
2486,Sean Emily,1930,KG11290,"5519 E 6th Street, London"
2487,David Magda,1915,NL12762,"4521 Maple St, London"
2488,Smith Alice,1927,AL17435,"7207 Yellow St, Dallas"
2489,Rebeca Mary,1969,AL13242,"9062 Shallow Lake St, Dublin"
2490,George David,1932,SG14293,"8806 Spicewood Av, Austin"
2491,Emily Mary,1926,DD10563,"1752 Winter Fall St, Dallas"
2492,John Natalie,1997,GZ14299,"553 Fireoak Av, Del Valle"
2493,George Alice,1918,TK15411,"2493 Big Sky Av, Georgetown"
2494,Magda Darrin,1952,XZ16916,"4806 Orange Maple St, Round Rock"
2495,John Michael,1937,DT18685,"3639 Congress Av, Austin"
2496,Smith Magda,1933,SS16048,"520 Spicewood Av, Paris"
2497,Alice Bob,2003,EX12737,"3938 Big Sky Av, Amarillo"
2498,Bob Fran,1960,AN10199,"2134 Congress Av, Georgetown"
2499,Sean Bob,1917,SX13499,"3749 Oak View St, Amarillo"
2500,Robert Sean,1990,WD19705,"2957 Orange Maple St, Austin"
2501,George John,1942,DG16064,"8735 Orange Maple St, Dublin"
2502,Michael Fran,2009,WE10802,"4964 Orange Maple St, Hutto"
2503,Gustavo Bob,1955,KN14042,"1978 Shallow Lake St, Georgetown"
2504,Robert Alice,2007,ST10541,"7014 Congress Av, Del Valle"
2505,Sean Gustavo,1998,DL14280,"1943 Windermeer St, Amarillo"
2506,Sean Robert,1965,ZA17104,"4484 Main St, London"
2507,Gustavo Magda,1952,KN19894,"6341 Oak View St, Dublin"
2508,Magda Gustavo,1941,XL19558,"915 Oak View St, Georgetown"
2509,David Robert,1996,SW16253,"4540 Winter Fall St, Georgetown"
2510,George Darrin,1935,LS13436,"6965 Shallow Lake St, Dallas"
2511,Alice Michael,1937,LT14447,"5358 Congress Av, Amarillo"
2512,Sean Rebeca,1988,GX13959,"8382 Main St, Amarillo"
2513,Smith Fran,1951,TZ14490,"4507 Fireoak Av, Round Rock"
2514,Smith David,1961,ET11313,"914 Spicewood Av, Dallas"
2515,Emily Emily,1975,TN12729,"8608 Main St, Hutto"
2516,Bob Robert,1963,EE10303,"5387 Maple St, Dublin"
2517,Mary Joe,1975,TD15589,"3251 Main St, Georgetown"
2518,Beth Beth,1941,XN10178,"2945 Oak View St, London"
2519,Emily Bob,1975,WA14911,"5662 Spicewood Av, Hutto"
2520,Smith Emily,1972,SK19841,"397 Winter Fall St, Austin"
2521,Joe Rebeca,1957,DN16915,"2558 Big Sky Av, Austin"
2522,Magda Emily,2003,AX18896,"4637 Main St, Georgetown"
2523,Darrin Natalie,1944,LN17349,"1684 Congress Av, Paris"
2524,Beth Magda,1910,DS11094,"5923 Fireoak Av, Round Rock"
2525,Emily Robert,1933,XE17864,"1315 Shallow Lake St, Del Valle"
2526,Gustavo John,1981,LS14579,"4363 Maple St, Dallas"
2527,David Magda,1990,KZ12549,"5337 Spicewood Av, London"
2528,Gustavo Natalie,1934,ZX12732,"8706 Maple St, London"
2529,Mary Gustavo,1917,SE10390,"240 Fireoak Av, Austin"
2530,Sean Natalie,2006,GG17243,"966 Main St, Hutto"
2531,Smith John,1959,KT14092,"2468 Winter Fall St, Austin"
2532,Fran Magda,1911,ET16601,"6822 Yellow St, Paris"
2533,Mary Magda,1927,NE16761,"4681 Windermeer St, Dallas"
2534,Michael Beth,1969,WD19191,"6967 E 6th Street, Hutto"
2535,Joe Smith,2000,LG19262,"4728 Congress Av, Del Valle"
2536,Magda George,1972,DE14597,"1060 Orange Maple St, Dallas"
2537,Robert Natalie,1943,DS13898,"5412 Fireoak Av, Del Valle"
2538,Mary Alice,1939,WE18692,"476 Congress Av, Dallas"
2539,Rebeca Darrin,1919,SD19308,"5027 Winter Fall St, Round Rock"
2540,Rebeca Bob,1942,TK13437,"8252 Maple St, Dublin"
2541,Darrin Gustavo,1930,KE13436,"8089 Congress Av, Amarillo"
2542,Sean John,1997,SG14702,"3077 E 6th Street, Dublin"
2543,Alice Mary,2006,WE15374,"8823 Maple St, Georgetown"
2544,Smith Robert,1929,GD15283,"5059 Spicewood Av, Paris"
2545,Bob Rebeca,1911,ET17844,"3497 Windermeer St, Amarillo"
2546,Rebeca George,1950,DX12528,"6965 Winter Fall St, Amarillo"
2547,Bob David,1924,LT10484,"4779 Maple St, London"
2548,Michael Smith,1912,XG16473,"5290 Yellow St, Dallas"
2549,Bob Joe,1930,LN10768,"1056 Oak View St, Austin"
2550,Darrin Beth,1986,LN14247,"8422 Spicewood Av, Hutto"
2551,Robert Magda,1972,GK15009,"3905 Winter Fall St, Round Rock"
